index	idiom	submission	category	1.Wrong Category	2.Undecidable	3.Low Context	4.Vulgar	5.Incorrect Grammar/   Word Order	6.Incorrect Spelling	7.Meaningless	8.Negative Sentiment	9.Restricted Readers	10.Not-Idiomatic & Not-Literal	11.Quality	12.Notes
3702	mandare a casa	se ordini oggi, te la mandano a casa entro domani	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
3746	Portare a casa	Dimostrerò a mio padre che valgo di più di quel che pensa, porterò a casa un voto molto alto e non lo deluderò	idiom	0	0	0	0	0	0	0	0	0	0	2	
3752	Portare a casa	Emilio dice che è stato Fabio a portare il virus a casa	idiom	0	0	0	0	0	0	0	0	0	0	1	
3754	Portare a casa	Finalmente sono riuscita a portarmi a casa sta laurea	idiom	0	0	0	0	0	0	0	0	0	0	2	
3760	Portare a casa	Giovanni è un brav'uomo di famiglia, ha sempre portato la pagnotta a casa.	idiom	0	0	0	0	0	0	0	0	0	0	2	
3767	Portare a casa	Ha portato il risultato a casa con le sue tecniche	idiom	0	0	0	0	0	0	0	0	0	0	2	
3770	Portare a casa	Ha trovato un cucciolo per strada e lo ha portato a casa	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
3772	Portare a casa	Ha trovato un trovatello per strada e lo ha portato a casa	nonidiom	0	0	0	0	0	0	0	0	0	0	0	423
3776	Portare a casa	Ho dovuto portare di corsa a casa la macchina perché era quasi a secco	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
3780	Portare a casa	Ho portato a casa l'esame nonostante non avessi studiato poi così tanto.	idiom	0	0	0	0	0	0	0	0	0	0	2	
3802	Portare a casa	Il Napoli ha fatto una prestazione positiva, ciononostante non è riuscito a portare la vittoria a casa.	idiom	0	0	0	0	0	0	0	0	0	0	2	
3810	Portare a casa	La squadra avversaria al termine del torneo si è portata a casa la coppa dei vincitori	idiom	0	0	0	0	0	0	0	0	0	0	2	
3819	Portare a casa	Mara ha portato a casa l'ennesimo voto negativo, c'è chiaramente qualcosa che non va!	idiom	0	0	0	0	0	0	0	0	0	0	2	
3854	Portare a casa	Portando a casa la sconfitta la squadra è uscita dalla serie A	idiom	0	0	0	0	0	0	0	0	0	0	2	
3888	Portare a casa	Sara dovrebbe farsi valere e portare i pantaloni a casa sua	idiom	0	0	0	0	0	0	0	0	0	1	1	
3892	Portare a casa	Sono convinta che portare a casa la mia collezione di funko pop sia un’idea terribile, prenderanno solo polvere lì	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
3910	Prendere con le pinze	A lavoro prende le cose con le pinze per non sporcarsi le mani	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
3919	Prendere con le pinze	Alessia non ha preso la verdura con le pinze e la madre si è arrabbiata	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
3925	Prendere con le pinze	Beh, qualsiasi cosa abbia detto, dovresti prenderla con le pinze.	idiom	0	0	0	0	0	0	0	0	0	0	2	
3927	Prendere con le pinze	Bisogna prendere con le pinze le promesse elettorali, vogliono solo guadagnare voti	idiom	0	0	0	0	0	0	0	0	0	0	2	
3929	Prendere con le pinze	Bisogna prendere con le pinze quello che si legge su internet	idiom	0	0	0	0	0	0	0	0	0	0	2	
3935	Prendere con le pinze	Certe persone devi prenderle con le pinze, sono molto permalose	idiom	0	0	0	0	0	0	0	0	0	0	2	
3944	Prendere con le pinze	Con le pinze adeguate riesci a prendere anche gli oggetti più piccoli	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
3950	Prendere con le pinze	Devi assolutamente prendere le sue parole con le pinze	idiom	0	0	0	0	0	0	0	0	0	0	2	
3976	Prendere con le pinze	Dovresti provare a prendere le parole di Marco con le pinze, mente spesso	idiom	0	0	0	0	0	0	0	0	0	0	2	
3984	Prendere con le pinze	Fidati di me e non prendere quello che ti dico con le pinze	idiom	0	0	0	0	0	0	0	0	0	0	2	
3991	Prendere con le pinze	Gigi è un tipo permaloso, bisogna sempre prenderlo con le pinze.	idiom	0	0	0	0	0	0	0	0	0	0	2	
3999	Prendere con le pinze	Ha preso il pesce con le pinze	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
4032	Prendere con le pinze	Ho preso la pasta con le pinze perché non ho la forchetta	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
4036	Prendere con le pinze	Ho preso questo con le pinze	nonidiom	0	0	2	0	0	0	0	0	0	0	1	
4048	Prendere con le pinze	Il chirurgo fece il suo lavoro prendendo con le pinze	nonidiom	0	0	0	0	1	0	0	0	0	0	0	
4061	Prendere con le pinze	Io le avevo detto di prendere i cavi con le pinze ma non mi ha dato ascolto	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
4075	Prendere con le pinze	L'investigatore prese con le pinze il capello trovato sulla scena del delitto	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
4077	Prendere con le pinze	L'orafo deve prendere i gioielli con le pinze se sono bollenti	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
4086	Prendere con le pinze	Le persone come lei sono da prendere sempre con le pinze, si offendono facilmente	idiom	0	0	0	0	0	0	0	0	0	0	2	
4101	Prendere con le pinze	Luca è ipersensibile, prendi le persone come lui sempre con le pinze	idiom	0	0	0	0	0	0	0	0	0	0	2	
4102	Prendere con le pinze	Lui prende tutto con le pinze, non si fida di nessuno	idiom	0	0	0	0	0	0	0	0	0	0	2	
4116	Prendere con le pinze	Maria prese le pinze con la punta di gomma	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
4118	Prendere con le pinze	Maria ti aveva detto di stringerlo prendendolo con le pinze, non con le mani!	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
4120	Prendere con le pinze	Marta lavora al ristorante cinese e prende sempre gli spaghetti con le pinze	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
4121	Prendere con le pinze	Marta prese con le pinze i fili per non farsi male	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
4129	Prendere con le pinze	Mi sa che devo stringere questo bracciale con le pinze, me le prenderesti per favore?	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
4132	Prendere con le pinze	Mia madre è fissata con la pulizia, prende con le pinze ogni capello che trova per casa	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
4151	Prendere con le pinze	Non prendere i chiodi con le pinze se hai i guanti, sei abbastanza protetto	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
4162	Prendere con le pinze	Non prendere queste informazioni con le pinze, sono sicure	idiom	0	0	0	0	0	0	0	0	0	0	2	
4171	Prendere con le pinze	Non prendere tutto quel cibo con le stesse pinze	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
4180	Prendere con le pinze	Non sono sicura di quello che dico, prendi ciò con le pinze	idiom	0	0	0	0	0	0	0	0	0	0	2	
4189	Prendere con le pinze	Ogni cosa che dice va presa con le pinze	idiom	0	0	0	0	0	0	0	0	0	0	2	
4191	Prendere con le pinze	Ora non è che devi prendere tutto con la pinza però.	idiom	0	0	0	0	0	0	0	0	0	0	2	
4227	Prendere con le pinze	Prendere con le pinze è un modo per non sporcarti	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
4231	Prendere con le pinze	Prendere i cavi con le pinze ti aiuterà ad essere più preciso	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
4247	Prendere con le pinze	Prendi ció che ti sto dicendo con le pinze, non mi sono ancora informato a dovere	idiom	0	0	0	0	0	0	0	0	0	0	2	
4259	Prendere con le pinze	Prendi con le pinze gli spaghetti di riso	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
4262	Prendere con le pinze	Prendi con le pinze i bastoncini dalla padella	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
4269	Prendere con le pinze	Prendi con le pinze i fazzoletti sporchi e buttali nel secchio	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
4285	Prendere con le pinze	Prendi con le pinze il pane appena uscito dal forno	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
4286	Prendere con le pinze	Prendi con le pinze il pezzetto di vetro che ti si è incastrato nel dito	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
4306	Prendere con le pinze	Prendi con le pinze le cotolette dalla padella	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
4313	Prendere con le pinze	Prendi con le pinze le parole di Marco	idiom	0	0	0	0	0	0	0	0	0	0	2	
4316	Prendere con le pinze	Prendi con le pinze le patate nel brodo	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
4322	Prendere con le pinze	Prendi con le pinze le perline e infilale sul filo	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
4323	Prendere con le pinze	Prendi con le pinze le perline e mettine nella scatolina	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
4325	Prendere con le pinze	Prendi con le pinze le perline piccole	idiom	1	0	0	0	0	0	0	0	0	0	0	
4334	Prendere con le pinze	Prendi con le pinze ogni cosa ti venga detta, segui sempre il tuo cuore	idiom	0	0	0	0	0	0	0	0	0	0	2	
4342	Prendere con le pinze	Prendi con le pinze quel gambero e mettilo nel piatto	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
4354	Prendere con le pinze	Prendi con le pinze quello che dice Francesca, non è una persona affidabile	idiom	0	0	0	0	0	0	0	0	0	0	2	
4367	Prendere con le pinze	Prendi con le pinze quello che ha detto quel signore, voleva solo venderti il prodotto	idiom	0	0	0	0	0	0	0	0	0	0	2	
4370	Prendere con le pinze	Prendi con le pinze quello che hanno detto alla radio, non è nulla di certo	idiom	0	0	0	0	0	0	0	0	0	0	2	
4375	Prendere con le pinze	Prendi con le pinze quello che non è detto da esperti	idiom	0	0	0	0	0	0	0	0	0	0	1	
4391	Prendere con le pinze	Prendi con le pinze quello che ti sto per dire, perché non ne sono molto sicura.	idiom	0	0	0	0	0	0	0	0	0	0	1	
4406	Prendere con le pinze	Prendi gli articoli sul web con le pinze se non conosci le fonti indicate	idiom	0	0	0	0	0	0	0	0	0	0	0	
4412	Prendere con le pinze	Prendi i casi della corrente con le pinze, sii prudente	nonidiom	0	0	0	0	1	0	0	0	0	0	0	
4420	Prendere con le pinze	Prendi i fili con le pinze e legali	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
4429	Prendere con le pinze	Prendi il cibo che è caduto con le pinze	nonidiom	0	0	0	0	0	0	0	0	0	0	0	
4441	Prendere con le pinze	Prendi il tubo con le pinze per serrarlo prima che coli l'acqua	nonidiom	0	0	0	0	0	0	0	0	0	0	0	
4448	Prendere con le pinze	Prendi la pasta con le pinze, scotta ancora	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
4451	Prendere con le pinze	Prendi la spina con le pinze e toglila	nonidiom	0	0	0	0	0	0	0	0	0	0	0	
4458	Prendere con le pinze	Prendi le informazioni che ti dà con le pinze	idiom	0	0	0	0	0	0	0	0	0	0	1	
4462	Prendere con le pinze	Prendi le informazioni sul web con le pinze, non sempre gli autori scrivono la verità	idiom	0	0	0	0	0	0	0	0	0	0	2	
4489	Prendere con le pinze	Prendi le parole di Marco con le pinze, non perde occasione per mentire	idiom	0	0	0	0	0	0	0	0	0	0	1	
4506	Prendere con le pinze	Prendi le perline con le pinze e incollale sul tessuto	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
4524	Prendere con le pinze	Prendi le pinze con la punta in gomma	nonidiom	0	0	0	0	0	0	0	0	0	0	0	
4538	Prendere con le pinze	Prendi Maria con le pinze, oggi è nervosa perchè ha avuto una giornata difficile	idiom	0	0	0	0	0	0	0	0	0	0	0	
4547	Prendere con le pinze	Prendi quella cosa con le pinze, è meglio	nonidiom	0	0	1	0	0	0	0	0	0	0	0	
4551	Prendere con le pinze	Prendi quello che ha fatto Giorgia con le pinze, cambia sempre idea	idiom	0	0	0	0	0	0	0	0	0	0	0	
4552	Prendere con le pinze	Prendi quello che leggi sul web con le pinze, non essere ingenuo	idiom	0	0	0	0	0	0	0	0	0	0	1	
4559	Prendere con le pinze	Prendi quello che ti dice con le pinze e non essere ingenuo	idiom	0	0	0	0	0	0	0	0	0	0	0	502
4572	Prendere con le pinze	Prendi quello con le pinze se non riesci con la mano.	nonidiom	0	0	0	0	0	0	0	0	0	0	0	
4579	Prendere con le pinze	Prendi questi pasticcini con le pinze, non voglio che si rovinino	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
4582	Prendere con le pinze	Prendi sempre con le pinze ciò che dice, non è una persona totalmente affidabile.	idiom	0	0	0	0	0	0	0	0	0	0	1	
4587	Prendere con le pinze	Prendi tutto ciò che ti dice con le pinze	idiom	0	0	0	0	0	0	0	0	0	0	0	
4590	Prendere con le pinze	Prendi tutto quello che senti con le pinze, non fidarti	idiom	0	0	0	0	0	0	0	0	0	0	1	
4592	Prendere con le pinze	Prendo con le pinze le notizie che passano su Facebook	idiom	0	0	0	0	0	0	0	0	0	0	0	
4599	Prendere con le pinze	Prendo sempre mio fratello con le pinze, so che si offende facilmente	idiom	0	0	0	0	0	0	0	0	0	0	0	
4608	Prendere con le pinze	Quando dice che non lo chiederà all'esame prendi con le pinze, chiede sempre tutto	idiom	0	0	0	0	1	0	0	0	0	0	0	
4612	Prendere con le pinze	Quando non sei sicuro delle parole di qualcuno ti conviene prenderle con le pinze	idiom	0	0	0	0	0	0	0	0	0	0	0	
4625	Prendere con le pinze	Quello che dice quell'uomo è sempre da prendere con le pinze.	idiom	0	0	0	0	0	0	0	0	0	0	2	
4626	Prendere con le pinze	Quello che hai preso con le pinze era finocchio?	nonidiom	0	0	0	0	0	0	0	0	0	0	0	
4632	Prendere con le pinze	Questo sono le pinze con cui ho preso gli spaghetti	nonidiom	0	0	0	0	0	1	0	0	0	0	0	
4648	Prendere con le pinze	Se sei influenzata faresti meglio a prendere con le pinze il cibo che prepari	nonidiom	0	0	0	0	0	0	0	0	0	0	0	
4666	Prendere con le pinze	Ti consiglio di prendere cio'che ti ha detto Marta con le pinze.	idiom	0	0	0	0	0	0	0	0	0	0	1	
4670	Prendere con le pinze	Ti ho chiesto di prendere le pinze con la punta di gomma, non piatta!	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
4672	Prendere con le pinze	Ti ho detto di prenderlo con le pinze che abbiamo comprato ieri, non le vecchie	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
4686	Prendere con le pinze	Vai preso proprio con le pinze!	idiom	0	0	0	0	1	0	0	0	0	0	0	
4688	Prendere con le pinze	Vuoi prendere anche il mio discorso con le pinze?	idiom	0	0	0	0	0	0	0	0	0	0	0	
4702	Prendere con le pinze	È solo un pettegolezzo prendi le mie parole con le pinze	idiom	0	0	0	0	0	0	0	0	0	0	0	
4720	Raggiungere il bersaglio	Avere una famiglia era il bersaglio che volevo raggiungere	idiom	0	0	0	0	0	0	0	0	0	0	0	
4725	Raggiungere il bersaglio	Cercammo di raggiungere il bersaglio prima della squadra avversaria	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
4738	Raggiungere il bersaglio	C’è chi non perde tempo nel raggiungere il proprio bersaglio	idiom	0	0	0	0	0	0	0	0	0	0	1	
4743	Raggiungere il bersaglio	Devi lavorare per raggiungere il tuo bersaglio, altrimenti non otterrai risultati	idiom	0	0	0	0	0	0	0	0	0	0	2	
4748	Raggiungere il bersaglio	Devo cercare raggiungere il bersaglio per vincere la sfida	nonidiom	0	0	0	0	1	0	0	0	0	0	0	
4763	Raggiungere il bersaglio	Evviva,ho raggiunto il mio bersaglio diventando caporeparto.	idiom	0	0	0	0	0	0	0	0	0	0	0	
4790	Raggiungere il bersaglio	Hai raggiunto il bersaglio raggiungendo la cima della montagna	idiom	0	0	0	0	0	0	0	0	0	0	0	
4794	Raggiungere il bersaglio	Ho finalmente raggiunto il mio bersaglio e ho ottenuto una promozione	idiom	0	0	0	0	0	0	0	0	0	0	2	
4829	Raggiungere il bersaglio	Il bersaglio è stato posizionato in modo da essere molto difficile da raggiungere	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
4840	Raggiungere il bersaglio	Il mio scopo è raggiungere il bersaglio e lo farò	idiom	0	0	0	0	0	0	0	0	0	0	1	
4842	Raggiungere il bersaglio	Il progetto di ricerca non riesca a raggiungere il bersaglio a causa di ostacoli tecnici	idiom	0	0	0	0	1	0	0	0	0	0	0	
4864	Raggiungere il bersaglio	Laura ha raggiunto il suo bersaglio quando ha ottenuto quel lavoro	idiom	0	0	0	0	0	0	0	0	0	0	0	
4872	Raggiungere il bersaglio	Luca ha perso contro Marco alle freccette perché non è riuscito a raggiungere il bersaglio	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
4881	Raggiungere il bersaglio	Marta raggiunse il bersaglio in un colpo e fece strike	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
4898	Raggiungere il bersaglio	Non avrò raggiunto il mio bersaglio ma almeno so riconoscere cosa è giusto e cosa no	idiom	0	0	0	0	0	0	0	0	0	0	1	
4910	Raggiungere il bersaglio	Non ho ancora raggiunto il bersaglio, ma sto lavorando molto per farlo	idiom	0	0	0	0	0	0	0	0	0	0	2	
4932	Raggiungere il bersaglio	Non siamo lontani dal raggiungere il bersaglio	idiom	0	0	0	0	0	0	0	0	0	0	2	
4933	Raggiungere il bersaglio	Non sono riuscita a raggiungere il bersaglio con le freccette perché non mi sono allenata abbastanza	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
4962	Raggiungere il bersaglio	Quando gioco a bowling non riesco mai a raggiungere il bersaglio	nonidiom	0	0	0	0	0	0	0	0	0	0	0	
4982	Raggiungere il bersaglio	Raggiungere il proprio bersaglio significa essere disposto a fare dei sacrifici	idiom	0	0	0	0	0	0	0	0	0	0	1	
4988	Raggiungere il bersaglio	Raggiungere velocemente il bersaglio potrebbe essere difficile	idiom	0	0	0	0	0	0	0	0	0	0	0	
4998	Raggiungere il bersaglio	Raggiunse il suo bersaglio e vinse l'asta	idiom	0	0	0	0	0	0	0	0	0	0	1	
5030	Raggiungere il bersaglio	Sarà difficile raggiungere il mio bersaglio ma mi impegnerò	idiom	0	0	0	0	0	0	0	0	0	0	2	
5031	Raggiungere il bersaglio	Sarà difficile raggiungere il mio bersaglio ma vincerò	idiom	0	0	0	0	0	0	0	0	0	0	0	545
5033	Raggiungere il bersaglio	Se credi in quello che fai, raggiungerai sempre il tuo bersaglio	idiom	0	0	0	0	0	0	0	0	0	0	2	
5043	Raggiungere il bersaglio	Se sono riuscita a raggiungere il mio bersaglio lo devo solo a te	idiom	0	0	0	0	0	0	0	0	0	0	1	
5048	Raggiungere il bersaglio	Siamo a pochi km di distanza, possiamo ancora raggiungere il bersaglio	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
5063	Raggiungere il bersaglio	Un giorno riuscirò a raggiungere il mio tanto ambito bersaglio	idiom	0	0	0	0	0	0	0	0	0	0	0	
5087	Tirare su	Anche se ha dovuto tirare su suo figlio da sola è riuscita a renderlo un gentiluomo	idiom	0	0	0	0	0	0	0	0	0	0	1	
5101	Tirare su	Con i miei modi di fare scherzosi, ho tirato su tutti quanti	idiom	0	0	0	0	0	0	0	0	0	1	1	
5114	Tirare su	Durante la guerra, molte famiglie facevano fatica a tirare su i propri figli	idiom	0	0	0	0	0	0	0	0	0	0	2	
5124	Tirare su	Hanno provato in tutti i modi a tirare su l'albero maestro, ma il vento era troppo forte	nonidiom	0	0	0	0	0	0	0	0	0	0	0	
5128	Tirare su	Ho cercato di tirarle su il morale, ma con scarsi risultati	idiom	0	0	0	0	0	0	0	0	0	1	0	
5131	Tirare su	Ho mal di schiena, non posso tirar su pesi	nonidiom	0	0	0	0	0	0	0	0	0	1	0	
5138	Tirare su	Ho tirato su 300€ in una settimana con il mio nuovo lavoro da barista.	idiom	0	0	0	0	0	0	0	0	0	1	0	
5142	Tirare su	Ho tirato su i miei fratelli da sola perché i miei genitori sono stati assenti	idiom	0	0	0	0	0	0	0	0	0	0	2	
5147	Tirare su	Ho tirato su mio figlio completamente sola	idiom	0	0	0	0	0	0	0	0	0	0	1	
5152	Tirare su	Ho tirato su questa famiglia con le mie sole forze	idiom	0	0	0	0	0	0	0	0	0	0	2	
5170	Tirare su	La madre ordinò al figlio di tirare immediatamente su tutti i giochi dal tappeto	nonidiom	0	0	0	0	0	0	0	0	0	0	0	
5172	Tirare su	La mongolfiera tirò in un baleno su tutta la famiglia che stava nel cesto	nonidiom	0	0	0	0	0	0	0	0	0	0	0	
5174	Tirare su	Le ho provate tutte per tirarti su il morale dopo la rottura con Paolo, non so più che inventarmi!	idiom	0	0	0	0	0	0	0	0	0	1	0	
5177	Tirare su	Lentamente riuscirono a tirar su le persone intrappolate nella scarpata	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
5185	Tirare su	Mia zia era una ragazza madre, ma il compagno l'ha aiutata a tirare su i 3 figli.	idiom	0	0	0	0	0	0	0	0	0	0	1	
5189	Tirare su	Nel 1961 la Germania Est tirò su quello che poi è diventato famoso come Muro di Berlino	idiom	0	0	0	0	0	0	0	0	0	1	2	
5190	Tirare su	Nel momento del bisogno ho imparato a tirarmi su le maniche e a lavorare	idiom	0	0	0	0	0	0	0	0	0	0	1	
5191	Tirare su	Nel momento del bisogno è capace di tirarsi su le maniche e darsi da fare	idiom	0	0	0	0	0	0	0	0	0	0	0	567
5199	Tirare su	Non serve a nulla crogiolarsi nella tristezza, devi tirarti su	idiom	0	0	0	0	0	0	0	0	0	1	1	
5206	Tirare su	Oggi ho tirato su circa 40kg	nonidiom	0	0	0	0	0	0	0	0	0	0	0	
5213	Tirare su	Quando viene suonato l'inno si tira su la bandiera tricolore	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
5216	Tirare su	Quel bambino è stato tirato su come un re, è viziatissimo.	idiom	0	0	0	0	0	0	0	0	0	0	2	
5247	Tirare su	Tirando su la levetta, l'apparecchio si accende	idiom	0	0	0	0	0	0	0	0	0	1	1	
5248	Tirare su	Tirare su con il naso non è buona educazione.	nonidiom	0	0	0	0	0	0	0	0	0	0	0	
5252	Tirare su	Tirare su un grattacielo di quell'altezza non è cosa facile.	nonidiom	0	0	0	0	0	0	0	0	0	0	0	
5258	Tirare su	Tirati su i pantaloni, avresti proprio bisogno di una cintura	idiom	1	0	0	0	0	0	0	0	0	0	0	
5267	Tirare su	Tirati su, di questo passo ti verrà la scoliosi	idiom	1	0	0	0	0	0	0	0	0	0	0	
